id,name,quiz1,quiz2,quiz3,QuizAvg,pass_fail,pass_levels,certificate,library,ExtraCourse,PracticeCourse,english,precounter,quiz1counter,quiz2counter,quiz3counter,platform_Pclassification,student_Lprediction
264,mstoneham7b@craigslist.org,24,18,35,25.66666667,0,0,0,0,0,0,1,5,5,2,4,46,0
265,mwoodstock7c@sohu.com,97,43,75,71.66666667,1,1,1,1,1,1,1,5,5,7,7,33,1
266,amorrel7d@nytimes.com,31,94,35,53.33333333,1,1,1,0,1,0,0,10,1,1,5,37,1
267,nbenam7e@delicious.com,14,32,48,31.33333333,0,0,0,1,0,0,0,10,4,5,4,12,0
268,amotton7f@unicef.org,95,79,63,79,1,1,1,1,0,1,1,5,9,9,2,16,1
269,miwanicki7g@tinyurl.com,97,65,94,85.33333333,1,1,1,0,0,1,0,8,4,8,1,65,1
270,sscrivner7h@noaa.gov,23,71,82,58.66666667,0,0,0,0,1,0,0,1,9,6,6,29,0
271,ftocqueville7i@example.com,29,30,37,32,0,0,0,0,0,1,0,7,3,2,10,42,0
272,bklasing7j@liveinternet.ru,44,83,25,50.66666667,1,1,1,0,0,0,1,6,1,6,6,38,1
273,mnobriga7k@a8.net,56,94,33,61,1,1,1,0,1,0,0,7,4,2,1,43,1
274,dfoucar7l@slate.com,48,83,31,54,1,1,1,0,0,1,0,2,10,9,8,12,1
275,mklaussen7m@census.gov,88,83,67,79.33333333,1,1,1,0,1,1,0,4,8,6,7,45,1
276,cjenk7n@macromedia.com,35,48,45,42.66666667,0,0,0,1,1,1,1,3,8,2,9,40,0
277,kpasse7o@goodreads.com,19,63,53,45,0,0,0,1,0,1,1,7,7,8,4,73,0
278,sswires7p@wix.com,97,12,40,49.66666667,0,0,0,1,0,1,0,9,2,2,7,6,0
279,eroscam7q@pbs.org,41,51,42,44.66666667,0,0,0,0,1,1,1,3,9,1,3,57,0
280,cmawman7r@nyu.edu,93,70,99,87.33333333,1,1,1,1,0,1,0,4,1,3,9,28,1
281,cbonus7s@yolasite.com,57,24,60,47,0,0,0,1,0,0,1,4,3,4,8,60,0
282,rcrookes7t@europa.eu,23,31,44,32.66666667,0,0,0,0,1,1,1,8,10,6,1,10,0
283,kcrossgrove7u@google.com.hk,60,79,40,59.66666667,1,1,1,0,1,0,1,3,10,7,5,49,1
284,sbuse7v@wiley.com,96,48,48,64,1,1,1,0,1,1,1,6,2,4,3,45,1
285,nheartfield7w@cdc.gov,98,76,99,91,1,1,1,1,1,1,0,5,1,1,3,98,1
286,vdobel7x@google.pl,33,56,80,56.33333333,1,1,1,1,1,0,0,6,6,6,4,46,1
287,sklemps7y@jugem.jp,57,39,41,45.66666667,0,0,0,0,1,1,1,7,1,7,4,68,0
288,rjessope7z@smugmug.com,100,34,85,73,1,1,1,0,1,1,0,2,1,9,2,24,1
289,gstoll80@tripod.com,58,42,78,59.33333333,1,1,1,1,1,0,0,2,5,7,7,79,1
290,mreggler81@wiley.com,18,24,91,44.33333333,0,0,0,0,0,0,0,9,7,10,1,50,0
291,akettles82@youku.com,63,30,52,48.33333333,0,0,0,1,1,1,1,2,7,10,10,8,0
292,dsewall83@goo.gl,85,41,51,59,1,1,1,0,0,0,0,7,4,3,10,57,1
293,msalling84@drupal.org,41,53,96,63.33333333,1,1,1,0,1,0,0,6,8,1,6,77,1
294,troels85@de.vu,47,39,35,40.33333333,0,0,0,0,0,0,0,3,6,10,9,50,0
295,adairton86@angelfire.com,42,90,22,51.33333333,1,1,1,1,1,0,1,5,4,1,10,84,1
296,tgoss87@biblegateway.com,37,36,37,36.66666667,0,0,0,0,1,0,1,1,4,7,9,3,0
297,fhundell88@yelp.com,31,52,29,37.33333333,0,0,0,0,0,1,1,7,5,2,7,39,0
298,sedis89@surveymonkey.com,56,37,47,46.66666667,0,0,0,1,1,0,0,8,9,1,8,69,0
299,edwane8a@nsw.gov.au,48,35,28,37,0,0,0,1,1,1,1,3,8,4,6,38,0
300,aghelardoni8b@indiatimes.com,25,47,71,47.66666667,0,0,0,0,0,0,1,8,1,1,8,21,0
301,lsnap8c@digg.com,20,28,98,48.66666667,0,0,0,1,0,1,1,5,6,8,9,73,0
302,ckither8d@ucla.edu,45,59,83,62.33333333,1,1,1,1,0,0,0,3,10,1,7,88,1
303,cgodly8e@cnbc.com,72,21,51,48,0,0,0,0,1,0,1,8,4,9,2,61,0
304,btuffs8f@reddit.com,40,37,61,46,0,0,0,1,0,0,0,9,7,4,8,80,0
305,kreily8g@ovh.net,21,76,90,62.33333333,1,1,1,0,0,0,1,9,8,10,3,88,1
306,gmulheron8h@technorati.com,58,100,38,65.33333333,1,1,1,0,0,1,0,1,1,1,6,1,1
307,lbonefant8i@latimes.com,82,47,98,75.66666667,1,1,1,1,1,0,1,9,3,8,10,62,1
308,lmcguigan8j@springer.com,20,13,64,32.33333333,0,0,0,0,0,1,0,4,4,8,5,58,0
309,cgadie8k@newsvine.com,20,35,81,45.33333333,0,0,0,0,1,1,0,6,10,2,4,29,0
310,eseedhouse8l@nymag.com,53,11,52,38.66666667,0,0,0,0,0,0,0,6,3,6,10,34,0
311,ghilland8m@comcast.net,98,59,13,56.66666667,1,1,1,1,0,0,0,1,7,6,2,92,1
312,fweippert8n@1und1.de,22,92,61,58.33333333,1,1,1,0,1,1,1,3,9,2,3,10,1
313,lpeltzer8o@slate.com,100,20,56,58.66666667,1,1,1,0,1,1,0,9,5,6,5,47,1
314,hbouette8p@msn.com,72,17,24,37.66666667,0,0,0,0,0,0,0,5,8,6,9,99,0
315,fstyan8q@histats.com,24,87,45,52,1,1,1,0,1,1,0,7,4,8,7,35,1
316,csneezem8r@tiny.cc,57,85,89,77,1,1,1,0,1,0,1,2,2,10,10,37,1
317,ageorgiades8s@slashdot.org,100,95,76,90.33333333,1,1,1,1,0,1,0,10,3,4,1,63,1
318,cjachimczak8t@blogtalkradio.com,31,56,64,50.33333333,1,1,1,1,0,1,0,8,3,2,8,4,1
319,abeckwith8u@berkeley.edu,59,93,69,73.66666667,1,1,1,1,1,0,1,4,9,8,5,3,1
320,kgifford8v@behance.net,72,13,30,38.33333333,0,0,0,0,0,0,0,4,7,10,2,66,0
321,cfellgate8w@ucoz.ru,41,41,35,39,0,0,0,0,1,0,1,7,2,3,10,82,0
322,llascelles8x@angelfire.com,86,18,89,64.33333333,1,1,1,0,1,0,1,3,1,3,9,85,1
323,hlendon8y@oracle.com,100,68,75,81,1,1,1,1,0,1,0,2,4,5,10,73,1
324,abartosek8z@hud.gov,65,91,43,66.33333333,1,1,1,0,0,0,0,2,7,2,10,67,1
325,bdix90@linkedin.com,97,49,79,75,1,1,1,1,1,1,1,10,10,7,4,71,1
326,sleaman91@bloglovin.com,11,20,49,26.66666667,0,0,0,1,1,1,1,10,10,2,2,63,0
327,ochicco92@squarespace.com,60,93,45,66,1,1,1,0,0,1,1,6,2,1,10,48,1
328,lbiernat93@lulu.com,89,11,89,63,1,1,1,1,1,0,0,1,6,4,6,14,1
329,rcamden94@hud.gov,48,91,37,58.66666667,1,1,1,1,0,1,1,8,4,6,6,27,1
330,ykittredge95@goo.ne.jp,37,84,70,63.66666667,1,1,1,0,0,0,1,5,2,7,8,51,1
331,peveleigh96@clickbank.net,44,91,47,60.66666667,1,1,1,1,0,0,0,1,7,8,10,62,1
332,ldinsmore97@salon.com,19,37,78,44.66666667,0,0,0,0,1,1,0,5,2,1,6,70,0
333,dbairnsfather98@toplist.cz,83,35,43,53.66666667,1,1,1,1,0,1,1,10,5,3,7,48,1
334,rconner99@wp.com,63,71,94,76,1,1,1,1,0,0,0,10,10,5,9,81,1
335,cfarnworth9a@flavors.me,63,39,70,57.33333333,1,1,1,1,1,1,1,3,6,8,5,78,1
336,ceades9b@apache.org,84,84,91,86.33333333,1,1,1,1,0,0,1,4,9,9,4,35,1
337,lsorby9c@jiathis.com,35,81,99,71.66666667,1,1,1,1,0,1,1,6,9,1,8,53,1
338,nlebreton9d@statcounter.com,62,31,27,40,0,0,0,0,0,1,1,7,9,1,1,43,0
339,khawkins9e@phoca.cz,33,95,28,52,1,1,1,1,1,0,1,1,10,6,4,31,1
340,lkemp9f@google.es,91,45,51,62.33333333,1,1,1,0,0,1,0,8,2,2,9,95,1
341,dmatthai9g@irs.gov,63,64,13,46.66666667,0,0,0,1,0,0,1,5,9,10,5,18,0
342,aleech9h@businessweek.com,41,32,74,49,0,0,0,1,0,0,1,4,1,4,9,4,0
343,hverity9i@hostgator.com,90,30,59,59.66666667,1,1,1,0,1,1,0,9,6,10,8,22,1
344,nlusher9j@mit.edu,66,28,90,61.33333333,1,1,1,1,0,1,0,3,5,9,7,5,1
345,ppannett9k@blog.com,55,69,60,61.33333333,1,1,1,1,0,0,1,7,3,2,8,41,1
346,santognozzii9l@telegraph.co.uk,57,80,41,59.33333333,1,1,1,1,1,1,1,2,3,3,3,91,1
347,mlindhe9m@zimbio.com,87,87,53,75.66666667,1,1,1,1,1,1,1,2,2,5,2,26,1
348,cmatyugin9n@squarespace.com,91,64,70,75,1,1,1,1,0,1,1,4,7,2,9,40,1
349,njenne9o@gov.uk,31,83,34,49.33333333,0,0,0,0,0,1,1,8,1,9,8,18,0
350,mholgan9p@smh.com.au,71,89,50,70,1,1,1,1,0,0,1,2,5,10,7,30,1
351,tdonner9q@google.co.jp,69,28,38,45,0,0,0,0,0,0,1,3,9,6,2,57,0
352,kgylle9r@businessinsider.com,30,35,41,35.33333333,0,0,0,0,0,1,0,5,4,6,5,64,0
353,syeabsley9s@salon.com,29,38,93,53.33333333,1,1,1,1,1,0,0,10,7,6,2,32,1
354,bhennemann9t@barnesandnoble.com,42,43,74,53,1,1,1,1,1,1,1,10,5,1,2,74,1
355,gsomers9u@wikimedia.org,13,100,54,55.66666667,1,1,1,1,0,0,0,7,3,1,6,37,1
356,wwhitlow9v@goodreads.com,98,24,30,50.66666667,1,1,1,0,1,0,1,10,10,1,8,42,1
357,gcaig9w@nydailynews.com,65,43,18,42,0,0,0,0,0,1,0,5,10,2,4,0,0
358,lprott9x@vk.com,81,85,57,74.33333333,1,1,1,1,1,1,1,10,1,2,2,73,1
359,merrowe9y@live.com,33,71,70,58,1,1,1,1,0,0,0,10,8,7,5,85,1
360,kgot9z@cnet.com,100,39,66,68.33333333,1,1,1,0,1,0,0,8,7,8,3,56,1
361,creitenbacha0@clickbank.net,49,88,69,68.66666667,1,1,1,0,1,0,0,3,7,10,8,38,1
362,ceslanda1@weibo.com,99,83,74,85.33333333,1,1,1,1,1,1,0,10,2,5,4,66,1
363,cesleya2@cnn.com,84,63,26,57.66666667,1,1,1,1,0,0,0,10,9,9,1,35,1
364,tbestwalla3@scribd.com,74,100,65,79.66666667,1,1,1,0,0,1,1,10,10,4,7,27,1
365,rairliea4@prweb.com,22,51,21,31.33333333,0,0,0,1,1,1,0,1,2,1,4,63,0
366,nsawlea5@yale.edu,52,58,97,69,1,1,1,1,1,1,0,2,4,6,9,85,1
367,erosellinia6@uiuc.edu,66,11,70,49,0,0,0,0,0,0,0,7,7,4,6,96,0
368,lbrasenera7@sogou.com,89,48,61,66,1,1,1,1,0,0,1,3,10,3,9,40,1
369,agricea8@independent.co.uk,50,34,33,39,0,0,0,0,1,0,1,4,10,1,6,11,0
370,jdeboicka9@freewebs.com,17,78,41,45.33333333,0,0,0,1,1,0,1,5,10,4,6,61,0
371,charteaa@behance.net,65,19,89,57.66666667,1,1,1,1,1,0,1,1,4,4,10,21,1
372,ztanslieab@plala.or.jp,99,99,30,76,1,1,1,0,1,0,0,10,6,9,4,3,1
373,lgrindleyac@ning.com,20,63,58,47,0,0,0,1,1,0,0,6,6,1,1,56,0
374,kwhitwellad@t-online.de,61,64,65,63.33333333,1,1,1,0,1,0,1,1,6,1,2,79,1
375,tnelhamsae@google.es,93,60,83,78.66666667,1,1,1,1,0,0,0,7,5,3,2,27,1
376,asessionsaf@yahoo.com,30,54,93,59,1,1,1,0,0,0,1,8,1,10,1,76,1
377,ebrentnallag@sohu.com,35,82,22,46.33333333,0,0,0,0,1,1,1,7,3,10,1,45,0
378,callakerah@columbia.edu,89,81,38,69.33333333,1,1,1,1,1,0,1,1,6,6,2,56,1
379,qhaquinai@digg.com,10,91,70,57,1,1,1,1,1,1,1,5,5,7,3,76,1
380,odennettaj@adobe.com,65,53,91,69.66666667,1,1,1,1,0,0,0,2,9,4,4,75,1
381,vridsdoleak@oaic.gov.au,66,67,19,50.66666667,1,1,1,1,0,0,1,8,5,5,1,83,1
382,tblanchetal@smh.com.au,47,27,30,34.66666667,0,0,0,0,0,1,0,10,9,6,9,59,0
383,tbuggeam@stumbleupon.com,20,76,44,46.66666667,0,0,0,1,0,0,0,4,3,2,9,80,0
384,mlambertinian@amazonaws.com,81,23,19,41,0,0,0,0,1,1,1,10,1,9,8,45,0
385,asimoniteao@alibaba.com,81,71,37,63,1,1,1,1,0,0,0,4,5,2,2,81,1
386,sdruettap@smugmug.com,85,72,56,71,1,1,1,1,0,0,1,1,8,2,7,35,1
387,rpealingaq@va.gov,58,62,65,61.66666667,1,1,1,0,1,0,1,1,7,6,8,10,1
388,akenninghamar@miibeian.gov.cn,15,20,55,30,0,0,0,1,1,0,0,1,10,9,5,80,0
389,dbrokeas@ovh.net,72,97,52,73.66666667,1,1,1,1,0,1,1,3,3,3,1,30,1
390,rmicheuat@slideshare.net,73,62,78,71,1,1,1,0,0,0,1,7,10,4,4,57,1
391,gluffau@ftc.gov,86,71,23,60,1,1,1,1,1,0,1,10,9,3,1,31,1
392,scordieav@alibaba.com,61,19,28,36,0,0,0,1,1,1,1,2,7,10,8,62,0
393,tplewsaw@ocn.ne.jp,83,57,58,66,1,1,1,1,0,0,0,8,3,9,10,89,1
394,raiersax@sohu.com,75,39,42,52,1,1,1,0,0,0,1,3,4,8,9,46,1
395,nzanioloay@blinklist.com,79,60,39,59.33333333,1,1,1,0,0,1,1,6,8,5,3,71,1
396,cbagnalaz@nasa.gov,57,51,38,48.66666667,0,0,0,1,0,0,1,7,7,7,5,83,0
397,ofairpoolb0@cnet.com,16,43,14,24.33333333,0,0,0,1,1,1,1,3,7,10,9,89,0
398,kchoudhuryb1@bravesites.com,38,78,21,45.66666667,0,0,0,1,0,0,1,6,7,9,9,81,0
399,efollinb2@goo.gl,12,41,28,27,0,0,0,0,0,0,1,5,3,2,10,69,0
400,yroddieb3@wp.com,72,19,87,59.33333333,1,1,1,1,1,0,1,4,1,3,7,27,1
401,fspellicyb4@ucsd.edu,14,65,71,50,1,1,1,0,0,1,0,9,7,9,2,76,1
402,blearoydeb5@cafepress.com,24,62,50,45.33333333,0,0,0,0,1,1,1,8,4,3,4,90,0
403,rziemb6@gravatar.com,11,58,63,44,0,0,0,1,0,0,1,7,10,9,3,38,0
404,clealleb7@wikia.com,56,14,38,36,0,0,0,0,0,1,1,5,9,4,10,8,0
405,cdavidavidovicsb8@adobe.com,79,61,19,53,1,1,1,1,0,1,1,8,3,10,3,59,1
406,cmoresbyb9@de.vu,23,62,14,33,0,0,0,0,0,0,1,9,5,4,2,65,0
407,dweeksba@theatlantic.com,47,34,94,58.33333333,1,1,1,1,0,0,1,9,3,7,6,45,1
408,cschenfischbb@comsenz.com,42,98,60,66.66666667,1,1,1,0,0,0,1,6,5,3,10,41,1
409,kwarburtonbc@delicious.com,23,23,62,36,0,0,0,1,1,0,0,6,10,5,8,64,0
410,famericibd@discovery.com,52,81,61,64.66666667,1,1,1,1,1,1,1,8,4,3,4,59,1
411,aobeebe@nydailynews.com,86,32,43,53.66666667,1,1,1,1,0,1,1,1,8,5,10,17,1
412,cgoodfellowbf@dot.gov,13,64,37,38,0,0,0,0,1,1,0,3,7,5,10,99,0
413,spesterfieldbg@sphinn.com,20,61,54,45,0,0,0,1,1,1,1,10,3,2,4,39,0
414,wrobbekebh@prweb.com,100,17,34,50.33333333,1,1,1,0,1,1,0,10,5,9,10,19,1
415,lwycliffebi@drupal.org,80,96,31,69,1,1,1,1,0,0,0,3,7,8,8,44,1
416,ccantwellbj@newyorker.com,30,74,77,60.33333333,1,1,1,0,0,0,1,8,6,9,7,41,1
417,bcaskiebk@godaddy.com,79,56,79,71.33333333,1,1,1,1,1,1,0,9,9,7,6,17,1
418,fbateupbl@statcounter.com,38,59,73,56.66666667,1,1,1,1,1,1,1,5,6,10,10,62,1
419,tcruftbm@tmall.com,26,63,36,41.66666667,0,0,0,0,1,0,1,4,9,2,1,91,0
420,gsagrottbn@jiathis.com,78,96,56,76.66666667,1,1,1,1,0,1,1,5,9,5,10,47,1
421,mgarreltsbo@macromedia.com,75,35,89,66.33333333,1,1,1,1,0,0,1,9,9,7,6,30,1
422,vmccutheonbp@cnn.com,24,74,20,39.33333333,0,0,0,1,0,1,0,7,2,10,1,6,0
423,pliebbq@cisco.com,90,84,52,75.33333333,1,1,1,0,0,0,0,1,2,4,7,69,1
424,iairdriebr@wikispaces.com,54,46,27,42.33333333,0,0,0,1,0,1,1,2,6,4,5,4,0
425,swoodleybs@sourceforge.net,61,98,69,76,1,1,1,1,1,0,1,1,9,2,5,83,1
426,bczajkowskabt@unicef.org,82,74,80,78.66666667,1,1,1,0,0,0,0,1,3,9,9,54,1
427,gvolettbu@angelfire.com,66,43,61,56.66666667,1,1,1,1,1,1,1,1,7,7,10,5,1
428,alautiebv@nationalgeographic.com,64,62,77,67.66666667,1,1,1,1,1,0,1,1,7,1,5,60,1
429,arawllbw@cornell.edu,20,74,92,62,1,1,1,0,1,0,1,1,9,9,9,42,1
430,eallibertonbx@woothemes.com,63,41,32,45.33333333,0,0,0,1,1,1,0,3,2,9,1,14,0
431,sbothaby@gnu.org,22,20,47,29.66666667,0,0,0,1,1,1,0,2,5,3,9,98,0
432,hbealesbz@adobe.com,54,10,23,29,0,0,0,0,0,0,1,5,6,3,8,12,0
433,hsiberyc0@webmd.com,27,70,10,35.66666667,0,0,0,0,1,0,0,6,1,6,4,9,0
434,mattwoollc1@dedecms.com,39,60,85,61.33333333,1,1,1,1,0,1,1,6,2,9,9,74,1
435,ecreavanc2@house.gov,32,47,46,41.66666667,0,0,0,1,1,0,1,8,7,7,3,39,0
436,ltzarkovc3@artisteer.com,52,37,85,58,1,1,1,0,1,1,0,2,7,3,6,61,1
437,mdantesiac4@skype.com,46,94,16,52,1,1,1,0,0,0,1,9,8,3,5,44,1
438,ggarnarc5@timesonline.co.uk,84,75,39,66,1,1,1,1,1,1,0,4,4,5,10,95,1
439,lbuckhamc6@fc2.com,94,45,34,57.66666667,1,1,1,0,0,1,1,10,2,7,9,57,1
440,hcreeghanc7@printfriendly.com,83,52,14,49.66666667,0,0,0,0,1,0,1,6,8,1,6,59,0
441,atollmachec8@state.tx.us,34,35,86,51.66666667,1,1,1,0,0,1,0,7,2,3,9,6,1
442,mvargasc9@fastcompany.com,64,39,56,53,1,1,1,1,0,0,0,6,7,4,8,23,1
443,qbarbieca@google.es,89,75,58,74,1,1,1,0,0,0,1,3,1,2,3,5,1
444,jdumingocb@dailymotion.com,47,36,41,41.33333333,0,0,0,0,1,0,0,5,8,6,3,85,0
445,mfoskencc@ning.com,52,21,84,52.33333333,1,1,1,0,1,1,0,9,4,4,8,17,1
446,mvittorecd@guardian.co.uk,81,18,85,61.33333333,1,1,1,1,1,1,0,2,9,9,9,79,1
447,kdelaguace@deliciousdays.com,82,88,99,89.66666667,1,1,1,1,0,0,1,1,8,3,4,59,1
448,bgrebercf@businessinsider.com,46,10,27,27.66666667,0,0,0,0,1,0,0,8,5,6,8,96,0
449,aheiblcg@google.co.jp,39,84,36,53,1,1,1,0,0,1,0,4,10,4,9,48,1
450,theatheringtonch@usgs.gov,78,41,60,59.66666667,1,1,1,0,0,0,1,4,9,10,10,20,1
451,bmalinsci@xrea.com,26,45,70,47,0,0,0,0,0,1,1,2,7,3,7,34,0
452,wkirknesscj@aol.com,25,69,15,36.33333333,0,0,0,1,1,0,1,5,2,5,3,52,0
453,vliversidgeck@zdnet.com,36,69,47,50.66666667,1,1,1,0,1,1,1,5,10,8,3,44,1
454,theazelcl@devhub.com,10,35,17,20.66666667,0,0,0,0,1,0,0,5,10,5,5,89,0
455,lchacecm@geocities.jp,11,40,45,32,0,0,0,0,0,1,0,3,9,4,9,75,0
456,mlegricecn@wix.com,56,27,39,40.66666667,0,0,0,1,0,1,1,5,9,9,7,55,0
457,crandallco@creativecommons.org,86,81,90,85.66666667,1,1,1,1,1,0,0,3,6,1,9,5,1
458,rzarfatcp@furl.net,63,13,16,30.66666667,0,0,0,1,1,1,1,7,1,2,2,54,0
459,fmacalpynecq@plala.or.jp,29,67,46,47.33333333,0,0,0,0,0,0,0,6,1,4,6,21,0
460,obougencr@imgur.com,32,87,54,57.66666667,1,1,1,0,1,0,0,8,10,10,4,80,1
461,odiapercs@wufoo.com,27,97,53,59,1,1,1,1,0,0,0,10,8,2,2,5,1
462,wtapleyct@amazon.co.jp,87,87,68,80.66666667,1,1,1,1,1,1,1,4,1,1,9,74,1
463,rwalduckcu@cbsnews.com,41,74,30,48.33333333,0,0,0,0,0,1,0,6,5,4,5,35,0
464,istavescv@whitehouse.gov,12,37,80,43,0,0,0,1,0,1,1,8,5,1,9,15,0
465,ksharrattcw@etsy.com,32,94,15,47,0,0,0,1,1,1,0,5,3,8,3,85,0
466,cloadsmancx@noaa.gov,40,99,58,65.66666667,1,1,1,1,1,1,0,5,4,10,1,68,1
467,ucarnduffcy@technorati.com,61,26,46,44.33333333,0,0,0,0,0,1,1,3,9,9,6,32,0
468,fbeneditecz@geocities.jp,64,13,56,44.33333333,0,0,0,0,1,1,1,9,5,10,4,50,0
469,mmathond0@nih.gov,90,34,95,73,1,1,1,1,1,1,1,8,6,10,3,81,1
470,mfuzzensd1@dyndns.org,31,19,15,21.66666667,0,0,0,0,0,0,1,8,6,6,2,89,0
471,nklimpked2@goodreads.com,76,46,47,56.33333333,1,1,1,0,0,1,0,3,8,2,5,34,1
472,cjedrachowiczd3@wikia.com,57,77,58,64,1,1,1,1,0,0,0,5,9,1,9,45,1
473,adorosariod4@telegraph.co.uk,63,79,100,80.66666667,1,1,1,0,1,0,0,9,4,6,9,47,1
474,mbreazealld5@shinystat.com,51,58,19,42.66666667,0,0,0,1,1,1,1,2,5,8,4,20,0
475,smelsomed6@ca.gov,54,46,93,64.33333333,1,1,1,0,0,1,1,2,2,9,4,48,1
476,kromaynd7@google.nl,12,20,100,44,0,0,0,1,1,0,0,4,4,9,9,38,0
477,jarnaudetd8@google.es,31,73,93,65.66666667,1,1,1,0,1,0,0,4,9,5,3,69,1
478,hhatherelld9@mediafire.com,47,47,88,60.66666667,1,1,1,1,0,1,1,5,10,2,2,95,1
479,ktuppda@earthlink.net,68,22,29,39.66666667,0,0,0,1,1,1,0,5,10,6,4,3,0
480,cmcwilliamsdb@wix.com,98,60,86,81.33333333,1,1,1,0,1,0,1,9,2,9,2,15,1
481,lfollisdc@apple.com,28,77,17,40.66666667,0,0,0,0,1,0,0,7,7,8,10,78,0
482,awarrierdd@utexas.edu,90,25,84,66.33333333,1,1,1,0,0,1,1,9,5,5,6,32,1
483,athawde@imdb.com,64,83,76,74.33333333,1,1,1,1,0,0,0,10,2,5,7,96,1
484,lrammelldf@cocolog-nifty.com,82,67,40,63,1,1,1,1,0,1,1,2,5,1,9,92,1
485,jrobkerdg@people.com.cn,50,58,68,58.66666667,1,1,1,0,1,0,1,8,10,7,10,35,1
486,lboissierdh@mit.edu,59,50,44,51,1,1,1,1,1,0,1,7,7,2,9,71,1
487,dmafhamdi@webeden.co.uk,99,45,93,79,1,1,1,0,1,0,1,1,1,10,6,74,1
488,sgarrowdj@eepurl.com,98,21,53,57.33333333,1,1,1,0,1,1,0,6,3,6,6,22,1
489,skinmandk@wired.com,81,33,91,68.33333333,1,1,1,0,0,1,1,2,8,10,4,82,1
490,rjiranekdl@wix.com,97,33,76,68.66666667,1,1,1,0,1,0,0,4,6,3,6,48,1
491,cadenotdm@booking.com,98,94,51,81,1,1,1,1,0,1,0,8,10,5,5,26,1
492,gfishlydn@gizmodo.com,31,94,28,51,1,1,1,0,1,1,0,1,5,3,5,91,1
493,amawforddo@nbcnews.com,17,38,98,51,1,1,1,0,1,0,1,9,9,5,4,46,1
494,jgoaksdp@independent.co.uk,69,89,13,57,1,1,1,1,0,0,0,5,4,3,10,19,1
495,zgrocottdq@angelfire.com,20,42,74,45.33333333,0,0,0,1,1,1,0,3,2,8,5,62,0
496,bkarpenkodr@geocities.jp,26,21,60,35.66666667,0,0,0,1,1,1,0,8,9,1,5,77,0
497,gleefeds@multiply.com,15,91,72,59.33333333,1,1,1,0,0,0,1,6,1,5,8,96,1
498,briordandt@weather.com,14,13,56,27.66666667,0,0,0,0,1,0,1,4,2,10,8,21,0
499,bbrokenshawdu@virginia.edu,55,37,75,55.66666667,1,1,1,0,1,0,1,10,5,8,8,26,1
500,bivanichevdv@unc.edu,61,75,36,57.33333333,1,1,1,1,1,1,1,4,3,6,6,6,1
501,boppydw@cmu.edu,56,78,86,73.33333333,1,1,1,0,0,1,0,2,10,9,1,0,1
502,bwanlessdx@skyrock.com,80,98,80,86,1,1,1,1,0,1,1,7,4,10,3,21,1
503,salcorndy@ustream.tv,51,96,85,77.33333333,1,1,1,1,1,0,0,1,8,8,9,56,1
504,tstotedz@google.es,51,99,24,58,1,1,1,1,1,1,0,6,4,4,9,30,1
505,ydarintone0@tiny.cc,33,87,23,47.66666667,0,0,0,0,1,1,0,5,7,2,3,70,0
506,mmcfaydene1@independent.co.uk,33,88,66,62.33333333,1,1,1,0,1,1,1,2,7,3,7,4,1
507,farmsbye2@pinterest.com,79,99,29,69,1,1,1,1,1,0,0,8,5,10,3,95,1
508,ejammete3@google.it,49,10,10,23,0,0,0,0,0,1,1,7,1,6,6,78,0
509,erutherfoorde4@sfgate.com,44,62,48,51.33333333,1,1,1,1,1,1,1,7,7,1,6,76,1
510,croswarnee5@alexa.com,30,50,51,43.66666667,0,0,0,0,1,1,0,6,9,5,6,7,0
511,handriolie6@tiny.cc,32,98,18,49.33333333,0,0,0,0,1,1,0,5,3,1,5,13,0
512,mbakese7@prweb.com,36,89,96,73.66666667,1,1,1,1,0,1,0,7,6,5,4,7,1
513,dlukasene8@redcross.org,51,54,74,59.66666667,1,1,1,1,1,1,1,1,5,1,2,32,1
514,bnewartee9@tamu.edu,29,93,57,59.66666667,1,1,1,0,1,1,1,8,4,1,8,99,1
515,jfollisea@elegantthemes.com,94,49,85,76,1,1,1,0,0,1,0,3,6,8,1,65,1
516,vgarrawayeb@hatena.ne.jp,86,21,77,61.33333333,1,1,1,1,0,1,1,3,8,4,8,50,1
517,asamwellec@un.org,50,55,82,62.33333333,1,1,1,1,1,1,1,4,2,4,8,10,1
518,rdeluzeed@ifeng.com,33,16,11,20,0,0,0,1,0,0,0,9,10,1,3,48,0
519,bunderhillee@51.la,59,53,57,56.33333333,1,1,1,0,1,0,1,3,3,7,10,1,1
520,mgeorgievef@flavors.me,78,78,56,70.66666667,1,1,1,0,1,0,0,4,10,3,2,91,1
521,jeslandeg@marriott.com,95,31,94,73.33333333,1,1,1,1,0,0,0,9,2,8,5,82,1
522,aszachniewiczeh@drupal.org,37,48,100,61.66666667,1,1,1,1,0,0,0,4,7,1,7,45,1
523,kwetherheadei@hexun.com,65,32,90,62.33333333,1,1,1,0,1,0,1,7,10,6,5,35,1
524,mbignellej@tiny.cc,91,97,43,77,1,1,1,0,0,1,0,10,4,10,2,63,1
525,tdorlingek@163.com,59,76,34,56.33333333,1,1,1,0,0,1,1,2,8,2,10,81,1
526,qdurmanel@ask.com,78,48,16,47.33333333,0,0,0,1,0,1,1,10,5,6,3,82,0
527,mdegoeyem@github.com,69,32,98,66.33333333,1,1,1,0,0,1,1,7,5,7,7,74,1
